0.000000	1.000000	1.000000	0.000000	0.000000
0.100000	0.899900	0.904747	0.100000	0.095158
0.200000	0.809820	0.818567	0.189990	0.181252
0.300000	0.728757	0.740596	0.270972	0.259145
0.400000	0.655808	0.670052	0.343848	0.329618
0.500000	0.590162	0.606227	0.409429	0.393379
0.600000	0.531087	0.548482	0.468445	0.451066
0.700000	0.477925	0.496238	0.521553	0.503259
0.800000	0.430085	0.448970	0.569346	0.550480
0.900000	0.387033	0.406204	0.612354	0.593203
1.000000	0.348291	0.367512	0.651058	0.631856
1.100000	0.313427	0.332505	0.685887	0.666828
1.200000	0.282053	0.300833	0.717230	0.698469
1.300000	0.253820	0.272178	0.745435	0.727095
1.400000	0.228412	0.246252	0.770817	0.752995
1.500000	0.205548	0.222796	0.793658	0.776428
1.600000	0.184973	0.201574	0.814213	0.797629
1.700000	0.166457	0.182373	0.832710	0.816810
1.800000	0.149795	0.165002	0.849356	0.834164
1.900000	0.134800	0.149285	0.864335	0.849865
2.000000	0.121307	0.135065	0.877815	0.864071
2.100000	0.109164	0.122200	0.889946	0.876924
2.200000	0.098237	0.110560	0.900862	0.888552
2.300000	0.088403	0.100029	0.910686	0.899072
2.400000	0.079554	0.090500	0.919526	0.908591
2.500000	0.071591	0.081880	0.927482	0.917203
2.600000	0.064424	0.074081	0.934641	0.924994
2.700000	0.057976	0.067024	0.941083	0.932044
2.800000	0.052172	0.060640	0.946881	0.938422
2.900000	0.046950	0.054864	0.952098	0.944192
3.000000	0.042250	0.049638	0.956793	0.949413
3.100000	0.038021	0.044910	0.961018	0.954136
3.200000	0.034215	0.040632	0.964820	0.958410
3.300000	0.030790	0.036762	0.968242	0.962276
3.400000	0.027708	0.033260	0.971321	0.965774
3.500000	0.024934	0.030092	0.974092	0.968939
3.600000	0.022438	0.027226	0.976585	0.971803
3.700000	0.020192	0.024632	0.978829	0.974393
3.800000	0.018171	0.022286	0.980848	0.976737
3.900000	0.016352	0.020163	0.982665	0.978858
4.000000	0.014715	0.018243	0.984300	0.980777
4.100000	0.013242	0.016505	0.985772	0.982513
4.200000	0.011917	0.014933	0.987096	0.984083
4.300000	0.010724	0.013510	0.988288	0.985504
4.400000	0.009650	0.012223	0.989360	0.986790
4.500000	0.008684	0.011059	0.990325	0.987953
4.600000	0.007815	0.010006	0.991194	0.989005
4.700000	0.007033	0.009053	0.991975	0.989957
4.800000	0.006329	0.008190	0.992678	0.990819
4.900000	0.005695	0.007410	0.993311	0.991598
5.000000	0.005125	0.006704	0.993881	0.992303
5.100000	0.004612	0.006066	0.994393	0.992941
5.200000	0.004151	0.005488	0.994855	0.993519
5.300000	0.003735	0.004965	0.995270	0.994041
5.400000	0.003361	0.004492	0.995643	0.994513
5.500000	0.003025	0.004064	0.995979	0.994941
5.600000	0.002722	0.003677	0.996282	0.995327
5.700000	0.002449	0.003327	0.996554	0.995677
5.800000	0.002204	0.003010	0.996799	0.995994
5.900000	0.001984	0.002723	0.997019	0.996280
6.000000	0.001785	0.002464	0.997218	0.996540
6.100000	0.001606	0.002229	0.997396	0.996774
6.200000	0.001446	0.002017	0.997557	0.996986
6.300000	0.001301	0.001825	0.997701	0.997178
6.400000	0.001171	0.001651	0.997832	0.997352
6.500000	0.001053	0.001494	0.997949	0.997509
6.600000	0.000948	0.001351	0.998054	0.997651
6.700000	0.000853	0.001223	0.998149	0.997780
6.800000	0.000768	0.001106	0.998234	0.997896
6.900000	0.000691	0.001001	0.998311	0.998001
7.000000	0.000622	0.000906	0.998380	0.998096
7.100000	0.000559	0.000819	0.998442	0.998183
7.200000	0.000503	0.000741	0.998498	0.998261
7.300000	0.000453	0.000671	0.998548	0.998331
7.400000	0.000408	0.000607	0.998594	0.998395
7.500000	0.000367	0.000549	0.998634	0.998453
7.600000	0.000330	0.000497	0.998671	0.998505
7.700000	0.000297	0.000449	0.998704	0.998552
7.800000	0.000267	0.000407	0.998734	0.998595
7.900000	0.000241	0.000368	0.998761	0.998634
8.000000	0.000217	0.000333	0.998785	0.998669
8.100000	0.000195	0.000301	0.998806	0.998700
8.200000	0.000175	0.000272	0.998826	0.998729
8.300000	0.000158	0.000246	0.998843	0.998755
8.400000	0.000142	0.000223	0.998859	0.998778
8.500000	0.000128	0.000202	0.998873	0.998799
8.600000	0.000115	0.000183	0.998886	0.998819
8.700000	0.000103	0.000165	0.998898	0.998836
8.800000	0.000093	0.000149	0.998908	0.998852
8.900000	0.000084	0.000135	0.998917	0.998866
9.000000	0.000075	0.000122	0.998926	0.998879
9.100000	0.000068	0.000111	0.998933	0.998890
9.200000	0.000061	0.000100	0.998940	0.998901
9.300000	0.000055	0.000091	0.998946	0.998911
9.400000	0.000049	0.000082	0.998952	0.998919
9.500000	0.000045	0.000074	0.998957	0.998927
