0.000000	1.000000	1.000000	0.000000	0.000000
1.000000	-0.001000	0.367512	1.000000	0.631856
2.000000	0.000001	0.135065	0.999000	0.864071
3.000000	-0.000000	0.049638	0.999001	0.949413
4.000000	0.000000	0.018243	0.999001	0.980777
5.000000	-0.000000	0.006704	0.999001	0.992303
6.000000	0.000000	0.002464	0.999001	0.996540
7.000000	0.000000	0.000906	0.999001	0.998096
8.000000	0.000000	0.000333	0.999001	0.998669
9.000000	0.000000	0.000122	0.999001	0.998879
10.000000	0.000000	0.000045	0.999001	0.998956
11.000000	0.000000	0.000017	0.999001	0.998984
12.000000	0.000000	0.000006	0.999001	0.998995
13.000000	0.000000	0.000002	0.999001	0.998999
14.000000	0.000000	0.000001	0.999001	0.999000
15.000000	0.000000	0.000000	0.999001	0.999001
16.000000	0.000000	0.000000	0.999001	0.999001
17.000000	0.000000	0.000000	0.999001	0.999001
18.000000	0.000000	0.000000	0.999001	0.999001
